datetime,count
2011-01-20 00:00:00,93499.19167351446
2011-01-20 01:00:00,0.5027114162357447
2011-01-20 02:00:00,-0.9938494613184534
2011-01-20 03:00:00,-0.9548627851672387
2011-01-20 04:00:00,-0.9548627851672387
2011-01-20 05:00:00,7740.062296003904
2011-01-20 06:00:00,2998791529155077.0
2011-01-20 07:00:00,9.268664581790114e+46
2011-01-20 08:00:00,5.873460598054734e+107
2011-01-20 09:00:00,2.9732142738010053e+49
2011-01-20 10:00:00,3.8992457418193656e+16
2011-01-20 11:00:00,8172483661915390.0
2011-01-20 12:00:00,4.338574473749815e+25
2011-01-20 13:00:00,5.500615132342047e+21
2011-01-20 14:00:00,1.1860429468829593e+20
2011-01-20 15:00:00,7.363186389174062e+27
2011-01-20 16:00:00,9.122983334476583e+31
2011-01-20 17:00:00,4.80950438211728e+81
2011-01-20 18:00:00,1.0666387988107202e+79
2011-01-20 19:00:00,1.0672609738471274e+48
2011-01-20 20:00:00,1.0860483382790487e+29
2011-01-20 21:00:00,4.172668716701583e+25
2011-01-20 22:00:00,1.0459426873254746e+16
2011-01-20 23:00:00,32305824.660454262
2011-01-21 00:00:00,26105179.73383528
2011-01-21 01:00:00,-0.014326549452317396
2011-01-21 02:00:00,2.4832368750491236
2011-01-21 03:00:00,-0.9849952363308532
2011-01-21 04:00:00,-0.35833875501375956
2011-01-21 05:00:00,77.7688068987769
2011-01-21 06:00:00,44556883993134.84
2011-01-21 07:00:00,3.995077283016429e+37
2011-01-21 08:00:00,2.665098193568198e+92
2011-01-21 09:00:00,1.7558002052600245e+40
2011-01-21 10:00:00,1.7161995962942798e+24
2011-01-21 11:00:00,3.1583551677278746e+23
2011-01-21 12:00:00,724588637805693.1
2011-01-21 13:00:00,2048024069919.7466
2011-01-21 14:00:00,2.947768924211906e+18
2011-01-21 15:00:00,1.7332389201020912e+23
2011-01-21 16:00:00,1.811035959001375e+38
2011-01-21 17:00:00,9.657929620966584e+73
2011-01-21 18:00:00,2.7359581145796747e+61
2011-01-21 19:00:00,1.228276460634753e+37
2011-01-21 20:00:00,2.495493344699896e+16
2011-01-21 21:00:00,3.3060924409625936e+16
2011-01-21 22:00:00,1985789298256.8567
2011-01-21 23:00:00,176040518852.28235
2011-01-22 00:00:00,1.4679429299122188e+16
2011-01-22 01:00:00,103822612495.20728
2011-01-22 02:00:00,5904628999.914275
2011-01-22 03:00:00,25.946001653520323
2011-01-22 04:00:00,-0.9998648399520653
2011-01-22 06:00:00,-0.9997737241918642
2011-01-22 07:00:00,-0.9999999999777686
2011-01-22 08:00:00,-0.9998934768400699
2011-01-22 09:00:00,8.832737773847313e+19
2011-01-22 10:00:00,1.1181380444493962e+32
2011-01-22 11:00:00,7.885648103018456e+45
2011-01-22 12:00:00,1.9867124375999988e+52
2011-01-22 13:00:00,2.9443936751707147e+53
2011-01-22 14:00:00,2.106580635705745e+57
2011-01-22 15:00:00,2.899433699729096e+55
2011-01-22 16:00:00,9.67930932957906e+48
2011-01-22 17:00:00,2.0565026200614372e+42
2011-01-22 18:00:00,7.037015083951394e+24
2011-01-22 19:00:00,1.2290673117536952e+20
2011-01-22 20:00:00,13981195430.25253
2011-01-22 21:00:00,4846796764964.279
2011-01-22 22:00:00,52644432530316.97
2011-01-22 23:00:00,1824750200.2747116
2011-01-23 00:00:00,240731695383595.0
2011-01-23 01:00:00,1724954600532.416
2011-01-23 02:00:00,66556820865.62028
2011-01-23 03:00:00,363.22709387471343
2011-01-23 05:00:00,-0.9981051827608024
2011-01-23 06:00:00,-0.9999600237075579
2011-01-23 07:00:00,-0.9999999999996816
2011-01-23 08:00:00,-0.9999891586416166
2011-01-23 09:00:00,3133178187876518.0
2011-01-23 10:00:00,1.286883578957791e+29
2011-01-23 11:00:00,2.033008904389484e+42
2011-01-23 12:00:00,1.652743413935225e+43
2011-01-23 13:00:00,1.9686946649576996e+50
2011-01-23 14:00:00,9.911266983073907e+48
2011-01-23 15:00:00,2.6280997231830565e+49
2011-01-23 16:00:00,2.246045351663652e+40
2011-01-23 17:00:00,5.974775622163977e+27
2011-01-23 18:00:00,9.673172048722963e+16
2011-01-23 19:00:00,574570727514.5618
2011-01-23 20:00:00,4782.077063304983
2011-01-23 21:00:00,2760.8011703400207
2011-01-23 22:00:00,1126.9910231386468
2011-01-23 23:00:00,-0.7244742483959377
2011-01-24 00:00:00,26.523419227118247
2011-01-24 01:00:00,-0.9984823583952924
2011-01-24 03:00:00,-0.9999749418331221
2011-01-24 04:00:00,-0.9999988681899044
2011-01-24 05:00:00,-0.7458142401849407
2011-01-24 06:00:00,43103243650.75883
2011-01-24 07:00:00,2.8461859224240043e+40
2011-01-24 08:00:00,1.5865810829172164e+96
2011-01-24 09:00:00,1.2672123205846528e+36
2011-01-24 10:00:00,22170726963.845383
2011-01-24 11:00:00,2328683218365.1147
2011-01-24 12:00:00,2.360300793652366e+18
2011-01-24 13:00:00,6.604918432455949e+17
2011-01-24 14:00:00,29060376458607.355
2011-01-24 15:00:00,1.3777389713730775e+18
2011-01-24 16:00:00,3.277404016876787e+26
2011-01-24 17:00:00,1.2529015503935552e+79
2011-01-24 18:00:00,2.0332633082233148e+78
2011-01-24 19:00:00,5.024685439894308e+49
2011-01-24 20:00:00,1.9119354496065658e+28
2011-01-24 21:00:00,1.0443436743681443e+23
2011-01-24 22:00:00,1146946152.6789827
2011-01-24 23:00:00,18.905206693718217
2011-01-25 00:00:00,17.35224904055783
2011-01-25 01:00:00,-0.9963160027409428
2011-01-25 02:00:00,-0.9995314634365637
2011-01-25 04:00:00,-0.9996006632564661
2011-01-25 05:00:00,272.42744427673034
2011-01-25 06:00:00,5862374288958041.0
2011-01-25 07:00:00,3.407789363821503e+47
2011-01-25 08:00:00,1.5037902580097154e+111
2011-01-25 09:00:00,2.5250622728445792e+45
2011-01-25 10:00:00,113313534351.25388
2011-01-25 11:00:00,91669246562362.28
2011-01-25 12:00:00,1.9800684456192864e+21
2011-01-25 13:00:00,4.1025037027417396e+21
2011-01-25 14:00:00,3.67905077732629e+16
2011-01-25 15:00:00,1.0225632067375357e+23
2011-01-25 16:00:00,1.8464980887317073e+34
2011-01-25 17:00:00,1.2239951540192692e+87
2011-01-25 18:00:00,5.570671362236677e+78
2011-01-25 19:00:00,5.67402707330527e+49
2011-01-25 20:00:00,1.364875739496759e+33
2011-01-25 21:00:00,2.4453268060541491e+27
2011-01-25 22:00:00,5.491983829838603e+16
2011-01-25 23:00:00,62044191.269975096
2011-01-26 00:00:00,1008.833785084555
2011-01-26 01:00:00,-0.7955286154002095
2011-01-26 02:00:00,-0.9728347280354946
2011-01-26 05:00:00,565256.1985288298
2011-01-26 06:00:00,22797972395.285988
2011-01-26 07:00:00,7853316894754856.0
2011-01-26 08:00:00,2.812370931353037e+69
2011-01-26 09:00:00,2.288812666934376e+22
2011-01-26 10:00:00,-0.9332074282768439
2011-01-26 11:00:00,-0.9967475084645068
2011-01-26 12:00:00,41.8435559007103
2011-01-26 13:00:00,-0.7056943146772012
2011-01-26 14:00:00,-0.9990671568307287
2011-01-26 15:00:00,-0.9999785271071374
2011-01-26 16:00:00,5280.780962616166
2011-01-26 17:00:00,1.2836783541593852e+31
2011-01-27 16:00:00,5.9448626139301084e+29
2011-01-27 17:00:00,1.5784547223873176e+80
2011-01-27 18:00:00,1.5696265456472016e+78
